"Precentral_L";"Precentral_R";"Frontal_Sup_L";"Frontal_Sup_R";"Frontal_Sup_Orb_L";"Frontal_Sup_Orb_R";"Frontal_Mid_L";"Frontal_Mid_R";"Frontal_Mid_Orb_L";"Frontal_Mid_Orb_R";"Frontal_Inf_Oper_L";"Frontal_Inf_Oper_R";"Frontal_Inf_Tri_L";"Frontal_Inf_Tri_R";"Frontal_Inf_Orb_L";"Frontal_Inf_Orb_R";"Rolandic_Oper_L";"Rolandic_Oper_R";"Supp_Motor_Area_L";"Supp_Motor_Area_R";"Olfactory_L";"Olfactory_R";"Frontal_Sup_Medial_L";"Frontal_Sup_Medial_R";"Frontal_Med_Orb_L";"Frontal_Med_Orb_R";"Rectus_L";"Rectus_R";"Insula_L";"Insula_R";"Cingulum_Ant_L";"Cingulum_Ant_R";"Cingulum_Mid_L";"Cingulum_Mid_R";"Cingulum_Post_L";"Cingulum_Post_R";"Hippocampus_L";"Hippocampus_R";"ParaHippocampal_L";"ParaHippocampal_R";"Amygdala_L";"Amygdala_R";"Calcarine_L";"Calcarine_R";"Cuneus_L";"Cuneus_R";"Lingual_L";"Lingual_R";"Occipital_Sup_L";"Occipital_Sup_R";"Occipital_Mid_L";"Occipital_Mid_R";"Occipital_Inf_L";"Occipital_Inf_R";"Fusiform_L";"Fusiform_R";"Postcentral_L";"Postcentral_R";"Parietal_Sup_L";"Parietal_Sup_R";"Parietal_Inf_L";"Parietal_Inf_R";"SupraMarginal_L";"SupraMarginal_R";"Angular_L";"Angular_R";"Precuneus_L";"Precuneus_R";"Paracentral_Robule_L";"Paracentral_Robule_R";"Caudate_L";"Caudate_R";"Putamen_L";"Putamen_R";"Pallidum_L";"Pallidum_R";"Thalamus_L";"Thalamus_R";"Heschl_L";"Heschl_R";"Temporal_Sup_L";"Temporal_Sup_R";"Temporal_Pole_Sup_L";"Temporal_Pole_Sup_R";"Temporal_Mid_L";"Temporal_Mid_R";"Temporal_Pole_Mid_L";"Temporal_Pole_Mid_R";"Temporal_Inf_L";"Temporal_Inf_R"
1;0.729852931251666;0.782997561011466;0.705512318046217;0.286826061183951;0.0207931070170537;0.816396165623613;0.625250332261391;0.413929922922008;0.158348767731306;0.836319139173758;0.662382013829858;0.782069146544558;0.556862772242038;0.425631735895193;0.218689361357805;0.667416143014601;0.695943305129355;0.84707097358158;0.8548691291413;0.267752454168749;0.0845129614757314;0.645418352754788;0.582891970870159;0.479494535489959;0.422264293106779;0.126010797074982;0.19422137582266;0.650206242890455;0.687744916331275;0.756959155506927;0.592991535643885;0.865234004499521;0.771786342201278;0.542618587482621;0.663931483849498;0.490343076625167;0.518427480312471;0.387183675324172;0.335075849215425;0.457133475937422;0.60699869565412;0.523209343494536;0.600134139841184;0.642642497562674;0.644977343351095;0.551703388060226;0.58661250022054;0.58952547530571;0.612481703669132;0.674165872135932;0.478122298584462;0.568175270891261;0.253658987446955;0.517417226043437;0.375669519432355;0.922690015319597;0.753474798362748;0.797269796346197;0.561201887413233;0.836984852124043;0.614259743207072;0.849878247090527;0.569761308212502;0.710743510101299;0.550028646427272;0.711952210674489;0.761896144996035;0.670379577952872;0.806262416960133;0.739666403965727;0.570284670433416;0.67316572465494;0.745380635911316;0.528096216793913;0.593864678957506;0.742488659443793;0.651796868955872;0.648047619649163;0.454749891081209;0.714471437403552;0.578014234786162;0.501178396737267;0.337917774372911;0.730803604843757;0.446799036924094;0.256181848185566;0.241211462006611;0.399365428098203;0.0873531637728261
0.729852931251666;1;0.702852926654782;0.771832290729301;-0.00552260024370011;-0.0933756466894394;0.647457125927926;0.79974829183751;0.100036331685534;0.139136284049693;0.612551521202798;0.772693936725595;0.550995213856883;0.746464429155657;0.108116754074581;0.259733201759898;0.616136846968788;0.677145103298207;0.800526911437821;0.830608302206455;0.0440584033807736;-0.0384712723690072;0.529026649753238;0.446768478546516;0.205125202421708;0.270859765186786;-0.180403628606337;0.0739914757301816;0.636068390377918;0.600153220394123;0.560284397264915;0.665654978291281;0.728440054154617;0.784091852276136;0.464171931512323;0.484877987538987;0.41992516106793;0.396688340478521;0.252938097295371;0.377722628036268;0.447844371365524;0.414714923950762;0.498075614027902;0.572175795098304;0.687321069856545;0.698390699023631;0.51652071172518;0.586120734861619;0.650424838215509;0.627881528236582;0.631625528112429;0.624258651552837;0.384334304463141;0.36821643761563;0.409582475876684;0.469740925620565;0.565069966455587;0.916500106094107;0.72303512386373;0.68134543324245;0.683454595633327;0.726063852624557;0.56122845613728;0.824974590491817;0.617695297755226;0.733180870327989;0.763088334308098;0.721581087016928;0.786858065789979;0.721579348248516;0.449155748828117;0.676672540501675;0.695207289485805;0.638545797108328;0.510352773541882;0.564002200812831;0.611079688278294;0.625564305145047;0.519302834389308;0.571844622021446;0.55861406804669;0.673058985168896;0.23397385549014;0.290180595825873;0.53501174106821;0.591365230767026;0.0701827288734072;0.197414352017949;0.0591468611634719;0.340242908681698
0.782997561011466;0.702852926654782;1;0.852254006461818;0.0705358788853008;-0.119997297308464;0.918859062542605;0.802836428892562;0.337703706775187;0.0638755376293071;0.723213120750813;0.603372797979379;0.780721834796403;0.587815653640451;0.299798429657807;0.171803527597615;0.554526354665729;0.548993186156446;0.758825113942859;0.703512189706166;0.147910863266255;-0.0402622182250797;0.894152704902381;0.779204019374771;0.411260940268784;0.402518109872241;-0.0383117326144534;0.118222604259225;0.5955880546749;0.56353247802111;0.754132437582242;0.662031504482799;0.692644615323599;0.640168325686695;0.482226613697774;0.56086069000833;0.482413423696996;0.450111957138652;0.254884282253337;0.326711153882794;0.526894575135805;0.528983954791104;0.390961090665478;0.438804943658224;0.533779596323524;0.518382130491734;0.422800576335508;0.465977094995488;0.466397137501261;0.411794852116268;0.54571630851709;0.360675900729183;0.364256014282084;0.18379349851344;0.387748956449964;0.333483770385368;0.64805291100785;0.634946434572088;0.581369632700936;0.35493690807938;0.642520224667788;0.537016349569445;0.664330334633883;0.503825653549131;0.677325770917346;0.503467766903917;0.624774435684619;0.593741223284261;0.562084321373177;0.604488583930532;0.590982147690432;0.571568505779096;0.638541893179265;0.622128705119099;0.393213252892735;0.482502369604737;0.614631435792405;0.512883294072944;0.534607092452926;0.452332881162888;0.584322978356564;0.510067306468598;0.386575436063774;0.280938240151946;0.663328530524044;0.426965913821755;0.19271082216247;0.243579706896917;0.192918692866751;0.079275811025226
0.705512318046217;0.771832290729301;0.852254006461818;1;-0.0327401299798256;-0.128693927990527;0.821410601992043;0.872714852472742;0.201403255839973;0.0946309445583184;0.564879932363736;0.574087101514644;0.552378988022234;0.596742058218052;0.181997226267265;0.0779265201406125;0.443254447109849;0.468384330101205;0.732478533190234;0.681544021336099;-0.0871342823434963;-0.222605242694736;0.799557637498942;0.719809815342894;0.289386361157992;0.306276045982465;-0.0783119687815496;-0.0523518615092584;0.443806850930662;0.445208584666744;0.556651185720339;0.520187586629202;0.588930182954088;0.57001053774465;0.461918650014493;0.467972242043257;0.376069429672122;0.426409515956645;0.210212630405995;0.230993067035477;0.405177643194409;0.431633530576493;0.319485343438718;0.324951063388478;0.442788178720106;0.453407798817721;0.312128614212942;0.382993012447346;0.41635515326731;0.321877177977783;0.474200208119353;0.3913365861212;0.234035014181426;0.245967823950061;0.268622259324713;0.243475310999147;0.548179133086565;0.684512611932595;0.503666275401947;0.429082103581018;0.562024054009089;0.496879345181405;0.458841282984404;0.510138571828996;0.570355700859108;0.507539643240158;0.620517371082556;0.550854802750954;0.658075318183664;0.580386557993451;0.423667021949258;0.499608717784561;0.501760255499649;0.4746618664827;0.246106037919149;0.285486797376932;0.471966161267849;0.398548304573658;0.409450220685391;0.336323456727265;0.403380020008713;0.419181775609811;0.209931306118181;0.216429899544977;0.452779680909641;0.395165984820515;0.117367808971936;0.203553428367778;0.0640992510585011;0.126689854561936
0.286826061183951;-0.00552260024370011;0.0705358788853008;-0.0327401299798256;1;0.756194298467434;0.054033268139106;-0.106432585381937;0.801288433159801;0.634566176626422;0.357650948368619;0.263667236296756;0.224933030068612;0.0424890466436285;0.757028484394467;0.4576437606261;0.0311554420137062;0.180421817989128;0.122592126344022;0.183896139153502;0.695218336057617;0.644816658557458;-0.000887084360950623;0.149053313864373;0.734271069710102;0.617799437243233;0.782409908566523;0.701733759225716;0.033476875293121;0.230385894123348;0.31883072428204;0.0685657904490678;0.261471004339709;0.156088112106373;0.164578296842573;0.243384332393577;0.144002486899214;0.226070733193709;0.451136708089029;0.252520182735572;0.103548722454219;0.371404361601198;0.180302582018255;0.19336495113816;0.0572588611840753;0.053863733020743;0.167315243754188;0.168327253928384;0.0575785987378658;0.0708632551442924;0.0713939176878428;-0.0467815165280311;0.347717953617839;-0.026806132224878;0.258712379097526;0.0941366020996392;0.348970896553375;0.111092237787829;0.155763948177471;0.0518173724172491;0.225945199082147;-0.0871629824567659;0.290209568040457;-0.0274396416861924;-0.0201993764371215;-0.093283036928676;0.0569045148201556;0.224174865486436;0.0477831069631273;0.258714704115493;0.295040657191498;0.00675408825607244;0.0532603529104639;0.24422050870656;0.248487641647122;0.214151689418585;0.251622688712823;0.21434881617351;0.202113221781111;0.0204271368079268;0.322437147751055;0.135294117545475;0.519873943685861;0.342546974949092;0.227161881600801;0.127470140935508;0.52922385915732;0.278019477240115;0.574079553023018;0.0596472665930971
0.0207931070170537;-0.0933756466894394;-0.119997297308464;-0.128693927990527;0.756194298467434;1;-0.115844027396759;-0.151874393669124;0.567987848532993;0.862435283739151;0.0470150451060421;0.134709440706675;-0.0368411442598277;0.0970196618175168;0.411885805922301;0.492538875080027;-0.0964593271589707;-0.0647148641906963;-0.0146424097573514;-0.0256696843122302;0.437499707149743;0.684231110715577;-0.169444454277376;-0.0555036219158428;0.528390549455468;0.469729730432151;0.67522150132484;0.469102843872163;-0.127480135291061;0.0120449807893469;0.0130872875368393;-0.116374741040311;-0.00120876234370694;-0.0104654914212615;-0.0257212557057189;-0.00469992411050072;0.091822528459727;0.17285871596737;0.151251179915238;0.128918989531482;0.164456929823909;0.210814779407097;0.0620517895398662;0.00684889545663054;-0.0157726186814028;0.0335120625252515;0.027564604248795;0.0770914204275222;0.0544105415976361;0.0160834596044348;0.0137913706494173;0.0321893684758952;0.0948948170744477;0.08355174493295;0.0944645764234363;0.0437077237188353;0.0652574609162082;-0.026535157829208;0.0587930326194212;0.107521145803142;0.0749916650931757;-0.00289978082510864;-0.0268991148905584;-0.0378201705006123;-0.0897115165982486;-0.033990893883723;0.038894742286318;0.0716725379348862;0.0372885215333373;0.00806750223172142;0.00198907057810801;-0.0671078845188756;-0.105888334111565;-0.0488287331502568;0.0136946508071937;0.0239288493677136;0.0113046533130503;0.0174463376838332;-0.00786911832892336;-0.0452201225091634;0.0253853503078239;8.08863118653488e-05;0.216241261173596;0.160653666370918;-0.0316733356703983;-0.0109257729599279;0.172673019749934;0.0462237608739639;0.230607460610452;0.139987826519854
0.816396165623613;0.647457125927926;0.918859062542605;0.821410601992043;0.054033268139106;-0.115844027396759;1;0.774486702856958;0.408624495504509;0.0870438144593919;0.745831314527625;0.533220322428134;0.808895432675765;0.510091026835688;0.329757870185177;0.110246936366856;0.529467688794865;0.523880774446863;0.764432925579954;0.683313859525913;0.15650869346269;-0.0470280586296726;0.842877322257662;0.733943308708253;0.449265192569839;0.33343448375835;0.0376377734680646;0.0232925367076308;0.578617497890054;0.574383487653437;0.745587853880587;0.581609991433786;0.714123542272242;0.609736497521931;0.419323910971856;0.511338610715517;0.480211471820409;0.463657486471147;0.259929851015627;0.234270125753916;0.543633067657607;0.52651887745234;0.401633896328996;0.435149238582001;0.548578036542669;0.524700732901806;0.42196714787793;0.475235518906146;0.514538635286639;0.476803809151324;0.605593452452991;0.42956370954802;0.434443980908935;0.180708394468605;0.422975701159701;0.262213250113185;0.725577497561688;0.60826722597009;0.611869696196243;0.421439475519515;0.725854680567816;0.563074472717382;0.72469235908697;0.488681147951911;0.69684106274499;0.492093051520767;0.640311878220435;0.598569784314747;0.590347648456038;0.614185770353645;0.680788126248587;0.552771959861112;0.586869459151202;0.595256759790012;0.375061897859498;0.412068814665231;0.625382416934092;0.50927991501545;0.583192073488716;0.339045096154197;0.564206402810059;0.47285611915853;0.331168369294688;0.262767670416606;0.657117798396229;0.349051047173414;0.167123683074043;0.128658089167927;0.276559861648471;-0.000798471489210971
0.625250332261391;0.79974829183751;0.802836428892562;0.872714852472742;-0.106432585381937;-0.151874393669124;0.774486702856958;1;0.160054953627939;0.14388447318258;0.566364105167097;0.666312928850474;0.533975608446024;0.740817447451062;0.157466767790703;0.248574948783466;0.449356984355201;0.469319486827516;0.746269349977436;0.684834971124442;-0.0079760903099962;-0.217074394291439;0.72266664806933;0.658026769220322;0.257178154778488;0.304761299158402;-0.148761481150146;0.0470693934237742;0.501402938006425;0.461476713696556;0.56645868972337;0.66564159134102;0.607997324481139;0.636085407720385;0.430574984177944;0.446681728095269;0.382373734899006;0.376125837324179;0.166575796408763;0.277195118885066;0.525244414762675;0.481293016078605;0.341781265155204;0.364076610691824;0.467810505678854;0.485097208956664;0.360656863992162;0.450632076510005;0.435429153904646;0.398252607443668;0.446693240684386;0.464787590113787;0.289142178368396;0.313570497254108;0.266646626096582;0.319457473253745;0.420331576866134;0.67170154293975;0.51340525739575;0.490676559065257;0.494936947452491;0.595286421523427;0.40656241066405;0.580228875537036;0.527249424489682;0.585413414303007;0.650048495417774;0.571524910143825;0.702788311779442;0.543605568781736;0.381780358919572;0.640054609995341;0.592675680694631;0.487369803669614;0.382247506217001;0.398431019693137;0.490004186149553;0.480261020190546;0.383248547385953;0.352229915442664;0.379760606134797;0.523564026050419;0.23629565175749;0.361852871424094;0.42512728502211;0.483982054120027;0.146884003247496;0.228635693056221;0.0297026503182825;0.295076455268376
0.413929922922008;0.100036331685534;0.337703706775187;0.201403255839973;0.801288433159801;0.567987848532993;0.408624495504509;0.160054953627939;1;0.603695443947848;0.524491362083813;0.309288740769748;0.50125220163817;0.182727119896203;0.810035286891703;0.424345253073381;0.12149057680533;0.250946896565968;0.305332073198335;0.262747908868261;0.755127924307499;0.580162124381408;0.343524903573453;0.426426781833005;0.861763832947365;0.672693262128915;0.798216071633818;0.614513552901522;0.172539914163448;0.356779553838405;0.52533428769186;0.212365859435412;0.393867658348455;0.224641741018385;0.222564938913029;0.350914768248421;0.33334730673222;0.372726146953012;0.496896013398022;0.26048521433381;0.295583908705423;0.437644917739594;0.273784277673898;0.269255542353229;0.153550083711298;0.123261976091731;0.255517506189079;0.258010407240915;0.136979013614953;0.162281971430158;0.196683867012821;0.0666948912341917;0.457236773315469;0.0172899509524601;0.375810439187434;0.117125210826059;0.464984081798206;0.177964352772393;0.196387714841524;0.0439848634341241;0.338668149012433;0.0565378686278157;0.43623782170709;0.0511624060026025;0.146918542594416;0.00228221628942732;0.166670988989893;0.28113021362903;0.137711107529431;0.284101943540325;0.508797402921422;0.19029005756851;0.168883676800943;0.325820665784246;0.267089562002325;0.201835778382327;0.39545900412086;0.314454684991203;0.351905170288054;0.0237087669108192;0.384983233927148;0.212157471833977;0.535191489532482;0.43132507071226;0.359479088907361;0.160666427251483;0.548200863544873;0.229913679224321;0.639988866724934;-0.000574720448741773
0.158348767731306;0.139136284049693;0.0638755376293071;0.0946309445583184;0.634566176626422;0.862435283739151;0.0870438144593919;0.14388447318258;0.603695443947848;1;0.209459132507434;0.377443481178239;0.102056764801224;0.395217569264524;0.473073016196991;0.692090518509647;0.0870962717147859;0.127748569470274;0.196563557694019;0.148093430164201;0.41279225524834;0.599534840277019;0.0512972115813051;0.147936503916326;0.590071581013027;0.563954854461767;0.593595989703375;0.405891925539984;0.108329401651534;0.261856766759486;0.250420229138125;0.184790074515215;0.168970562520205;0.174084796772878;0.054209425204012;0.103921323587108;0.246464678216485;0.305483361087746;0.219576976345111;0.207530599470102;0.356413011455828;0.314828561891936;0.181285242422788;0.153233494687015;0.0778454593191527;0.124172743197627;0.152445623841823;0.211055686052181;0.140984794541827;0.0958387708564062;0.103341196920642;0.169308644316846;0.188549785170875;0.205834747964906;0.174019364748456;0.195129941608577;0.138675852123222;0.164981632546238;0.108584994056136;0.151321323121167;0.135366828972803;0.119986483427845;0.0419405399130201;0.179598124037825;-0.0622861948851066;0.0850332443412562;0.125742064975925;0.137082421275834;0.201213559667854;0.0635039645109815;0.164105164598618;0.231084714369416;0.12943950750326;0.13890636460313;0.142033668361027;0.127606024296196;0.178698116636361;0.217314528394172;0.162677129186314;0.102671359215513;0.149100294741394;0.232933407291814;0.291051498976775;0.391508049277412;0.077043014211717;0.207100421029363;0.228566500544292;0.126607393934198;0.221957283502914;0.288007724018737
